0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,4,5,5,0,0,0,
0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,5,5,5,0,0,0,0,5,5,5,0,0,0,
0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,8,8,5,5,5,0,0,8,8,6,0,0,0,0,
0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,8,8,6,6,0,8,8,8,8,6,6,8,8,8,
0,0,0,0,0,0,5,5,5,5,5,5,5,5,6,6,8,0,8,8,7,7,7,8,8,8,8,7,7,8,8,8,
0,0,0,0,0,0,5,5,5,5,5,5,5,5,7,8,8,8,8,8,8,7,8,8,8,8,8,2,2,8,8,8,
0,0,0,0,0,0,5,5,5,5,1,1,1,1,2,8,8,8,8,8,8,2,8,8,8,8,2,2,2,5,8,8,
0,0,0,0,0,0,5,5,5,5,1,1,1,1,2,2,7,7,7,5,2,2,2,7,7,7,5,2,2,2,7,7,
0,0,0,0,0,0,5,5,5,5,1,1,1,1,2,2,6,7,7,5,2,2,2,7,7,7,5,2,2,2,7,7,
0,0,0,0,0,0,5,5,5,5,1,1,1,1,2,2,6,6,6,5,2,2,2,6,6,6,5,2,2,2,6,6,
0,0,0,0,0,0,5,5,6,6,1,1,1,1,2,2,0,5,5,5,2,2,2,5,5,5,5,2,2,2,5,5,
0,0,0,0,0,0,5,5,6,6,6,1,1,1,1,2,5,5,5,5,5,0,0,0,0,5,5,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,5,5,5,
0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,5,2,2,2,5,5,5,5,2,2,5,5,5,5,2,
0,0,0,0,0,0,0,5,5,5,5,2,2,2,5,5,5,5,2,2,2,6,6,6,5,2,2,0,6,6,6,2,
0,0,0,0,0,0,0,6,6,6,5,2,2,2,6,6,6,5,2,2,2,6,6,6,5,2,2,2,6,6,6,2,
0,0,0,0,0,0,0,5,7,7,6,2,2,2,6,6,6,5,2,2,2,6,7,7,5,2,2,2,7,7,7,2,
0,0,0,0,0,0,0,5,7,7,6,2,2,2,6,7,7,5,2,2,2,6,8,8,5,2,2,8,8,8,8,8,
0,0,0,0,0,0,0,5,8,8,8,8,2,8,8,8,8,8,8,2,8,8,8,8,8,8,2,8,8,8,8,8,
0,0,0,0,0,0,0,8,8,8,8,8,6,8,8,8,8,8,8,6,8,8,8,8,8,8,6,6,8,8,8,8,
0,0,0,0,0,0,0,8,8,8,8,6,6,6,8,8,8,8,6,6,6,8,8,8,8,8,6,6,8,8,8,8,
0,0,0,0,0,0,0,8,8,8,8,8,6,6,8,8,8,8,8,6,6,1,0,8,8,8,6,5,1,0,8,8,
0,0,0,0,0,0,0,5,5,1,8,8,0,5,3,1,8,8,5,5,5,1,0,0,1,5,5,5,1,0,1,5,

